problems_solved,easy_solved,medium_solved,hard_solved,arrays_count,strings_count,graphs_count,dp_count,trees_count,contest_rating,contest_count,acceptance_rate,current_streak,room_participations,room_wins,placement_score
311,120,114,77,62,32,26,31,31,1411,9,78.36960875612303,220,46,2,29
190,91,46,53,47,42,25,15,34,682,26,57.52986526558864,204,36,21,23
616,274,223,119,84,139,77,28,104,1400,81,41.233969227369386,113,20,13,50
1132,494,339,299,327,239,95,147,225,1347,44,59.00909934997276,81,17,1,67
709,306,226,177,119,100,13,72,91,1421,74,40.500912012678185,226,18,10,44
1002,541,233,228,160,196,89,130,136,1790,99,50.202880619941695,21,12,1,54
1149,604,313,232,272,169,68,55,220,1579,34,74.30381193617401,208,24,1,52
200,93,51,56,52,33,17,19,21,1518,12,66.22385486535997,271,15,1,34
262,133,71,58,46,41,26,28,34,1178,54,56.2868070505363,324,44,1,30
990,374,370,246,246,234,99,63,105,2041,86,42.454163772004065,127,28,8,66
937,611,200,126,259,126,97,115,123,848,42,45.51931763773442,341,45,34,47
1194,644,323,227,302,222,125,12,74,1041,72,83.80300251973875,247,15,10,54
1289,527,538,224,137,198,32,120,215,1170,67,48.86152196536589,272,21,5,53
1356,602,453,301,359,270,49,130,268,1457,42,63.887015285955876,188,43,27,73
137,63,48,26,34,25,13,11,8,1413,39,57.48615031839069,330,11,7,19
27,12,8,7,6,6,1,2,4,1173,30,31.270724819286354,299,42,5,18
575,273,164,138,144,66,67,19,49,1452,2,81.95711374728143,227,25,4,43
579,287,179,113,171,77,15,61,46,1747,99,34.836109404378206,296,27,14,42
1356,665,441,250,252,291,49,77,208,1416,16,66.22892592501853,235,27,5,63
695,336,187,172,78,107,61,50,39,1022,79,74.60633408501215,233,22,16,46
635,323,187,125,122,79,50,35,75,1368,38,71.1804081077247,359,38,7,49
1321,704,470,147,144,231,62,100,66,1154,65,74.50876746564674,182,29,18,60
863,354,330,179,137,170,57,83,114,980,68,70.68460112753752,258,35,21,50
971,558,258,155,211,103,14,123,115,1411,96,54.50646918263603,90,37,14,52
164,96,39,29,26,23,2,12,30,1128,76,79.29510256226334,108,13,2,22
499,232,180,87,118,110,11,27,78,1300,75,80.18425988444304,239,30,0,30
1419,661,519,239,375,252,128,111,97,1526,18,54.032518283403164,12,45,29,76
794,496,155,143,146,83,103,84,81,1496,21,56.662699230631105,178,11,3,38
1137,495,403,239,318,161,52,66,215,1761,7,56.71055183230733,181,46,12,61
1426,541,669,216,165,279,21,96,226,883,67,45.339655061634666,145,10,0,54
255,128,74,53,68,33,27,22,35,1338,70,36.321514337104304,295,3,0,18
1209,469,461,279,321,270,156,61,161,1703,85,44.40887375990444,96,24,7,73
1072,577,279,216,176,215,31,42,117,896,17,76.42570946528173,208,42,23,52
768,327,277,164,122,131,49,22,105,1348,5,59.86809253285638,43,24,3,47
547,271,191,85,88,129,17,32,90,1460,3,76.76089817962574,233,43,5,42
930,433,315,182,243,147,23,15,64,1071,40,70.98390656198225,92,19,3,46
417,218,131,68,111,56,42,38,81,1197,50,49.17379830286461,135,7,1,38
534,258,150,126,88,106,77,18,45,1043,11,40.192187524396,163,23,7,37
837,319,356,162,182,155,87,52,98,1483,36,61.1970896771483,28,17,4,53
912,417,285,210,116,137,134,43,48,650,1,81.47211880951619,216,37,2,53
45,29,8,8,8,6,3,4,5,1170,2,76.16783637257753,29,8,3,21
694,312,205,177,208,110,94,89,74,1184,44,72.01095209283369,247,23,2,46
29,13,8,8,3,4,1,2,2,1672,84,72.02957449850378,219,48,33,35
330,184,101,45,95,68,8,28,65,931,38,59.02643124705679,46,4,2,23
521,244,130,147,137,103,56,54,59,1788,76,39.32395028180516,161,47,2,39
409,257,102,50,120,67,25,5,45,1624,53,45.7049508258962,143,44,14,28
663,311,210,142,90,105,36,18,79,1713,77,61.78410613307422,247,12,4,41
981,480,287,214,139,151,102,22,66,1271,93,47.39943837209128,73,20,15,53
480,236,127,117,49,68,27,11,52,1274,17,72.9861717464791,28,8,1,45
1176,506,415,255,288,132,106,54,118,1163,12,50.52692186273798,249,1,0,53
1125,451,378,296,257,157,58,95,134,1574,13,36.26430638307118,120,47,17,64
1387,673,452,262,188,205,166,36,247,1294,40,73.03993941682998,14,0,0,68
843,483,229,131,217,153,45,118,66,1157,39,68.39716008000961,219,7,1,42
736,339,242,155,117,159,62,95,103,1293,88,43.92362694004151,306,23,12,49
863,457,247,159,109,137,11,126,48,1511,90,83.96133763386248,311,33,3,46
60,27,19,14,11,14,7,0,5,1020,86,52.17542379831161,169,9,0,12
584,289,166,129,69,130,56,75,70,1114,70,67.42533704275328,174,44,0,38
1223,561,404,258,186,302,45,149,74,1804,47,80.07466421457431,319,0,0,62
1158,517,390,251,201,267,46,157,152,1127,9,38.57981235728498,116,34,20,53
159,79,42,38,42,30,7,13,15,1834,88,78.34619848688607,348,40,18,26
323,141,128,54,83,61,29,38,64,1241,53,68.71520754469205,1,25,0,28
579,387,98,94,109,69,50,9,83,993,34,39.21595256756697,31,3,1,40
1375,497,647,231,336,286,66,28,119,1811,23,66.54817001337898,309,30,2,74
314,155,85,74,67,59,33,8,20,1923,48,78.10165897596653,297,4,3,29
691,368,167,156,116,121,92,95,38,1225,41,73.94584743912715,157,22,6,40
847,448,236,163,207,172,13,15,53,1727,74,71.83338348836986,264,33,13,49
1087,585,293,209,257,181,74,26,165,1430,83,38.87348815832928,274,14,3,52
1012,576,261,175,226,180,94,141,180,1447,73,40.4843260789159,133,2,0,53
453,214,128,111,101,72,41,11,33,1494,49,60.12440502417614,353,18,13,37
622,320,169,133,147,129,7,81,68,1406,20,61.90803091582515,256,42,8,40
1002,637,193,172,177,231,39,120,103,1430,27,81.89932349901943,261,38,21,49
273,120,81,72,74,61,5,4,40,1401,91,55.77747340611055,98,38,22,28
1086,489,376,221,143,236,97,14,84,1227,54,46.63764339937546,156,26,3,49
1013,560,319,134,280,103,101,85,195,1187,26,40.49251011768419,193,21,12,39
14,7,4,3,2,3,0,2,2,1055,96,32.979402573175044,73,48,24,14
1136,471,393,272,142,160,64,151,219,834,67,33.77594659369572,286,14,3,61
1229,607,362,260,270,286,69,65,112,1372,98,61.57918095079074,71,39,16,61
783,454,172,157,137,101,97,50,108,1147,83,39.69440769455457,294,41,19,46
886,521,209,156,233,147,33,56,141,908,5,76.83894024704578,312,14,9,52
1001,481,353,167,186,212,86,112,156,1153,57,62.805950088527766,124,31,3,60
893,372,321,200,208,175,106,51,47,1240,5,77.56876068187347,155,30,23,51
1383,738,444,201,223,224,174,42,276,1235,59,53.51040077427264,30,38,23,66
56,34,10,12,7,11,5,6,10,1817,80,62.76773472509548,12,16,6,31
876,535,198,143,155,159,45,64,59,1221,18,58.89855667283305,70,12,7,41
832,408,276,148,184,117,104,17,109,1833,60,84.26722123148298,50,37,21,60
945,434,281,230,218,186,107,113,91,1174,16,73.82509412838033,64,36,13,57
665,425,136,104,143,86,72,61,120,1544,48,62.74700452073534,44,15,4,45
278,115,93,70,82,56,5,21,42,1099,2,63.362229412028405,112,27,21,32
379,179,107,93,90,38,6,39,31,1914,33,43.68409419615652,52,33,23,45
645,289,247,109,184,117,69,52,35,1767,61,70.41141188808709,281,31,23,47
1139,570,394,175,140,182,162,114,106,1624,59,84.05580746329316,109,23,0,65
666,304,250,112,74,96,78,87,37,1993,67,37.11872180505625,143,36,23,60
129,65,33,31,20,22,16,12,9,1661,86,65.04936588830046,267,4,2,30
840,380,275,185,106,165,72,85,122,1531,81,58.48347268361619,245,43,16,58
1091,565,390,136,223,267,57,104,176,993,33,76.77261559800883,271,22,15,48
1379,545,520,314,281,310,144,116,165,693,28,30.002577838538357,346,49,3,52
750,398,234,118,161,155,82,25,105,1011,59,37.51216880719869,51,20,0,36
126,47,47,32,31,21,13,7,9,894,43,32.03900323653901,216,0,0,22
800,344,320,136,235,127,114,85,78,1160,14,38.961329760347674,82,12,0,43
1160,444,446,270,319,121,71,80,182,1728,44,68.9364954180812,75,43,23,68
1426,541,686,199,176,219,22,95,149,1080,74,37.68192834102752,151,7,5,55
1022,649,233,140,171,232,140,118,104,1261,8,64.2282078268343,113,0,0,49
1091,653,225,213,164,171,35,11,86,1417,34,77.7513166746127,57,14,7,52
643,327,205,111,87,108,69,67,89,1427,9,31.904295686446517,166,9,3,45
522,285,146,91,109,73,69,40,89,1221,37,31.47325287340696,256,0,0,39
811,363,329,119,170,114,43,50,97,1756,28,84.44165508692954,345,13,9,49
1129,643,321,165,164,123,142,65,76,1407,45,67.03010110546299,87,44,33,56
1151,575,379,197,278,221,65,39,202,1451,69,37.73823719583248,188,41,4,50
569,274,154,141,140,95,68,32,34,2142,82,46.86805944529114,47,36,22,50
497,250,102,145,51,94,9,32,60,1921,89,84.17528343001607,61,40,6,47
1270,592,400,278,227,231,129,90,113,1405,72,42.4969115729665,208,45,17,61
906,341,310,255,251,199,94,94,172,1563,44,71.40546108204578,207,20,5,72
1305,781,256,268,266,277,102,95,209,1123,76,43.26501424300924,68,0,0,55
1222,467,453,302,207,263,129,148,164,773,89,51.91571967661658,68,46,24,66
713,305,238,170,107,124,99,70,107,1604,52,78.4387338460661,51,26,17,57
1480,738,347,395,220,226,166,54,192,1082,83,31.56414176829591,106,30,18,64
590,367,117,106,70,141,85,28,42,1569,1,46.897933766380746,45,6,3,45
799,306,349,144,210,86,58,16,124,2044,3,56.79559896203543,144,17,0,60
870,457,216,197,102,106,73,123,107,837,70,64.40221058047632,84,35,2,42
256,141,84,31,40,41,12,34,37,716,18,31.55329102288463,29,23,8,23
1109,554,266,289,121,213,164,24,62,1124,98,52.58690315412629,176,37,16,57
163,78,63,22,41,16,2,14,11,1643,10,48.93579500477826,32,34,19,27
1468,679,477,312,158,305,88,212,203,1775,82,31.477663105511077,364,3,0,73
1006,436,352,218,162,184,51,115,119,1642,31,49.5452240922057,313,1,0,57
1119,653,284,182,240,193,71,88,94,1486,13,81.2428559014084,361,34,0,58
706,294,317,95,128,115,97,30,60,1405,48,45.10456435033651,348,17,11,48
1318,608,384,326,206,234,81,64,190,1437,68,62.20752136346553,233,1,0,64
1253,700,354,199,194,155,173,141,73,1755,24,46.39526390531071,166,26,19,68
1102,522,322,258,286,128,76,131,126,1206,13,35.86663663468891,229,39,10,64
1080,553,249,278,318,154,140,90,138,1412,38,45.934791402215346,248,6,2,54
1018,351,413,254,172,210,84,27,97,1053,11,55.891752640051415,198,40,5,56
103,39,43,21,11,19,5,14,17,1507,48,46.291461881554184,36,30,10,19
967,431,307,229,103,166,70,124,56,1405,83,64.32931266347337,14,40,28,65
1021,422,486,113,257,189,70,30,183,2175,17,82.19987970900738,92,33,25,64
462,191,138,133,97,84,21,8,73,0,0,33.8099360209401,265,6,3,18
1237,532,471,234,317,180,62,105,144,1681,3,69.4352398370882,275,44,26,63
921,461,284,176,220,105,33,45,173,1246,11,30.069102390187226,121,28,19,48
227,111,80,36,63,53,12,11,35,1647,25,30.05618244777993,236,7,1,26
483,256,176,51,133,91,47,10,91,1624,31,37.31056450906847,136,32,18,40
441,222,130,89,113,90,28,63,53,1313,78,56.396177730650734,197,2,0,29
350,242,69,39,68,59,38,44,41,1090,51,32.64022192031587,275,39,8,33
560,261,214,85,90,119,82,14,72,1083,98,69.71834722687711,63,31,1,33
1322,718,388,216,266,248,83,175,79,1431,89,31.61048498175068,340,18,2,56
1287,747,351,189,257,139,96,135,239,1183,14,57.24874760996033,119,3,1,61
366,165,105,96,81,85,12,20,54,1330,7,67.18542507095304,134,9,4,30
32,13,12,7,4,4,2,4,4,1027,91,43.06528332961226,101,17,0,23
531,229,198,104,122,64,59,49,100,1552,29,61.86139754153895,63,18,8,35
1133,414,518,201,216,128,45,145,225,1132,53,44.39797782312409,303,11,3,55
811,411,220,180,181,168,28,61,60,1275,66,41.77534933772869,225,10,0,50
1213,586,359,268,179,249,76,97,196,1794,69,75.01141778938947,302,31,22,71
1256,611,469,176,234,257,156,63,172,1444,94,48.310233770435204,191,5,1,55
771,402,148,221,109,183,75,49,91,1626,89,74.76887618321742,322,37,16,55
451,201,168,82,124,68,64,40,88,1113,7,41.93001764782042,172,27,12,33
778,404,219,155,153,143,106,110,138,1483,62,49.572606378472855,272,25,9,55
1025,517,313,195,148,197,31,96,158,1529,92,35.64623475128449,193,7,1,60
1358,595,509,254,146,335,21,41,145,1110,16,57.30752135618435,361,9,2,57
525,272,166,87,123,77,34,5,78,1418,15,50.987686081719076,125,21,4,34
1049,592,248,209,149,255,87,135,136,1273,44,30.327614081235595,203,33,11,51
801,443,162,196,238,97,65,48,70,1481,67,55.567032023213514,229,44,2,48
345,166,104,75,71,74,9,18,40,1003,9,34.09280500462651,331,21,2,27
267,143,82,42,42,52,7,32,21,1085,79,76.0325825173633,26,21,2,28
506,325,113,68,117,112,8,72,63,982,18,57.153124587986404,89,5,2,23
905,461,283,161,140,94,116,103,143,1054,38,67.95278830879751,46,30,15,47
169,80,52,37,44,18,24,5,9,1212,49,75.16247975913271,114,35,25,37
861,446,262,153,139,95,22,55,141,1553,76,32.81478481626391,39,10,2,38
699,308,249,142,208,132,27,81,37,1427,59,48.54587629690132,68,17,5,41
389,140,142,107,85,74,8,53,49,1426,67,31.381480481816762,159,33,16,44
966,455,245,266,259,227,128,144,131,1107,31,32.72946222833626,99,2,1,54
700,305,242,153,80,119,100,57,114,1393,81,32.08078481803833,300,48,15,46
1460,785,480,195,247,160,68,182,239,1776,79,56.28485976609882,357,40,9,68
1301,532,429,340,321,170,68,21,146,1488,88,54.78729261610943,243,49,15,69
1450,615,493,342,334,146,88,72,86,1643,63,33.36822453731374,335,37,9,76
1201,814,239,148,166,260,96,74,184,1248,79,44.43026564933759,329,35,2,52
1076,521,335,220,184,239,113,157,136,1256,85,43.44701575287246,36,16,4,56
294,119,108,67,44,73,23,3,29,1556,23,46.31383237508234,142,29,13,30
406,161,140,105,90,65,58,21,34,1118,27,65.24193193338584,330,29,4,33
21,8,7,6,3,2,0,2,1,1363,22,68.33869997229655,264,42,28,28
1335,613,348,374,216,180,162,70,125,1456,62,48.64892864175569,81,49,28,64
1286,558,393,335,181,241,73,53,152,1282,55,73.35268507848795,224,30,13,69
508,265,128,115,92,124,31,57,61,1146,84,52.98230968038105,310,31,18,42
763,379,218,166,106,88,83,87,104,1204,72,58.73214799648345,136,47,11,46
44,18,16,10,12,5,6,3,4,986,65,38.00522802307221,319,18,2,12
736,420,221,95,96,151,81,104,138,1483,37,42.80924942362819,40,8,5,40
858,404,244,210,242,171,101,32,106,1650,27,70.01553794814885,270,48,31,50
99,58,24,17,18,13,11,13,11,1248,25,83.73732300858245,35,15,8,25
785,321,287,177,137,174,43,90,44,2221,59,68.7559455596435,64,37,7,60
614,338,140,136,89,73,71,37,85,1172,59,32.980911220214324,32,18,4,40
979,402,435,142,222,233,117,120,137,1177,90,37.85902442602177,64,29,8,64
1031,402,363,266,244,134,87,29,141,1630,54,54.51781980638374,122,35,5,60
427,196,113,118,82,47,36,12,78,1586,24,70.29150745911173,330,10,6,44
124,61,35,28,13,18,14,17,20,1600,20,39.12628518720318,175,14,2,16
626,286,190,150,177,80,77,14,112,1721,24,71.2951625125883,346,23,4,44
1229,562,488,179,363,220,70,12,72,1120,57,60.57096481776265,73,40,1,58
835,452,254,129,155,169,102,53,81,1511,37,72.5998748318317,155,20,10,52
1108,548,340,220,246,192,137,27,108,980,45,60.670068776211515,15,42,31,64
422,201,147,74,80,84,18,55,62,1719,74,63.138774785867476,362,9,3,43
1409,714,375,320,231,218,155,196,165,1698,91,43.68108863137259,25,41,29,88
1453,686,500,267,167,151,52,112,242,1713,99,69.61043553103053,177,24,16,77
738,376,257,105,141,181,16,51,79,1384,3,76.42079025387645,53,31,19,46
1310,722,414,174,345,292,118,111,109,1708,18,77.92099443003522,347,32,4,70
1030,564,215,251,106,114,141,42,96,1450,61,31.619917893968623,205,48,14,51
770,447,176,147,166,128,11,39,59,1814,23,64.35287905314041,140,49,26,62
685,351,152,182,189,133,86,16,54,1307,85,84.42460838009698,192,23,6,44
1427,722,343,362,204,183,115,103,117,1303,54,62.28036111040891,290,20,11,71
466,307,84,75,63,87,60,44,24,1528,24,39.41979541407409,206,25,5,36
929,393,276,260,236,167,118,130,146,1021,71,78.26844499444856,28,16,5,60
201,125,47,29,30,26,26,22,22,1329,83,44.53685281678121,158,18,10,32
748,295,248,205,103,90,87,83,39,1384,64,32.475740275866514,267,2,0,43
1132,635,285,212,198,242,144,60,119,999,67,53.678488230341344,68,12,7,48
987,376,428,183,176,146,34,132,183,1429,11,35.51499813785427,237,1,0,48
1018,498,303,217,279,139,53,145,128,1548,24,36.33832577606618,31,40,14,58
105,53,28,24,23,22,4,14,20,1650,20,55.48090310823537,265,44,15,32
672,345,191,136,121,141,76,10,88,950,18,63.697587664175096,132,31,22,45
1223,633,334,256,253,173,38,115,237,1703,97,79.79656339123028,282,32,18,70
46,22,14,10,13,10,1,4,3,777,69,68.78891137068848,166,31,15,20
1402,646,397,359,171,284,186,71,131,1127,51,76.34317333926062,276,41,28,81
288,113,93,82,40,43,31,42,44,2012,53,52.64814279968856,15,24,6,42
226,98,62,66,66,37,29,11,44,1446,34,47.522543233060006,284,2,0,20
876,455,260,161,255,183,25,35,152,1086,2,62.60621467500271,249,41,6,46
882,409,330,143,119,116,58,68,117,991,32,68.25247620846295,101,6,2,48
1306,663,487,156,168,222,64,72,81,1020,72,61.253774466830905,124,48,37,57
71,32,21,18,13,14,0,9,7,1115,6,44.5486700648539,70,24,17,25
605,281,198,126,66,109,30,43,38,1692,26,50.33481391361221,209,22,8,43
738,394,215,129,170,141,46,49,71,0,0,54.65675883307492,82,27,2,32
1375,780,290,305,158,250,31,134,122,1720,39,30.77835472524164,208,11,7,59
406,185,137,84,45,52,36,8,43,1082,17,78.39113319828046,13,7,5,27
708,334,258,116,139,114,45,82,124,802,34,58.12755933892636,296,49,6,43
1052,523,233,296,306,189,17,123,76,1591,80,71.30664709697339,73,34,24,69
186,95,42,49,34,40,20,14,17,1380,38,39.45512139308387,168,24,8,15
405,184,117,104,69,80,45,58,36,1161,10,60.61540302810901,171,29,0,32
454,195,159,100,136,74,57,41,42,1698,44,80.93721443352061,328,31,23,34
1266,614,326,326,261,311,98,135,131,1789,74,41.78522320602645,271,35,1,78
85,38,26,21,14,9,12,11,7,1917,2,49.02209104511108,125,31,0,24
274,150,56,68,48,35,37,28,52,1090,76,51.35777441327794,23,24,18,28
464,202,133,129,64,70,40,32,52,1768,51,51.081698635089296,276,25,4,37
727,324,224,179,147,97,52,9,48,1516,59,63.03424267903982,186,7,3,44
744,376,247,121,139,144,7,83,89,1213,91,51.657363562333614,326,4,3,38
1417,563,471,383,218,150,155,205,110,1762,57,67.07299730711858,134,42,31,94
860,431,248,181,113,108,76,65,70,1134,53,56.65081805649865,162,1,0,45
1400,679,368,353,227,201,197,80,129,1211,33,38.66942596576309,265,18,7,66
153,96,33,24,30,30,14,12,10,1670,27,82.17125295093228,165,2,0,31
894,481,271,142,99,206,133,100,141,1215,60,43.1733988896042,287,11,0,38
1102,516,325,261,144,242,142,11,186,1521,65,60.93584603583255,317,38,28,62
1132,447,554,131,327,144,162,151,123,1250,65,33.338172069475334,97,31,10,57
405,189,140,76,84,74,22,54,62,1452,36,80.52419240420653,251,5,0,30
1058,553,297,208,119,110,32,90,114,1473,15,81.03978477049137,87,7,3,59
957,534,197,226,228,140,116,25,71,1112,71,50.049915816938494,119,4,0,47
900,587,216,97,101,198,108,93,98,1462,74,36.65390886165833,49,12,9,50
1184,511,483,190,293,199,46,34,158,1242,44,72.34912640285563,40,30,16,61
1177,529,507,141,294,144,137,95,66,1113,14,44.42389719232396,46,12,3,62
578,275,207,96,133,95,52,13,85,1065,3,68.53386005793533,257,0,0,30
1072,510,338,224,264,139,27,99,173,1069,22,80.3331508416059,169,45,33,65
118,65,29,24,13,18,9,6,21,1218,71,62.46310586846244,3,3,2,19
1075,526,349,200,263,186,150,135,70,1572,79,77.36806310554853,0,19,14,66
1219,667,336,216,155,185,98,148,60,990,15,42.35566487451042,266,28,10,59
944,479,234,231,158,227,113,141,57,1425,87,80.07369132785911,111,31,21,68
407,259,82,66,117,75,5,18,76,1512,52,42.46545036009769,10,32,12,33
1256,682,243,331,251,284,140,23,207,1700,9,42.41900619535757,364,13,6,69
643,268,228,147,188,137,91,46,112,1236,33,78.3927885668839,13,18,7,53
1166,503,380,283,137,232,93,25,148,1448,17,60.51969163072419,90,2,0,58
1196,587,331,278,233,208,68,41,154,1053,52,73.96928876637196,219,10,4,56
1248,686,375,187,140,125,125,116,118,1009,15,74.1368810593226,342,8,0,53
742,357,198,187,167,142,102,68,130,1508,99,65.58287259705682,248,27,2,47
244,116,85,43,28,37,8,3,42,2020,61,40.39905473400127,72,1,0,32
667,299,267,101,90,78,44,48,72,1598,51,68.0651719265772,314,12,4,44
760,291,258,211,115,126,24,64,75,1035,56,33.49990667202712,145,34,25,45
597,275,171,151,149,125,47,28,95,1061,71,41.03674253927818,60,30,16,40
1042,543,325,174,138,254,89,137,56,1584,63,65.36015078031568,279,42,2,57
1107,545,294,268,298,172,157,36,198,1616,83,79.92953882947307,26,13,2,57
963,480,345,138,121,174,65,43,112,1416,22,72.44310452998914,290,14,8,47
501,296,125,80,53,114,44,16,58,1336,39,48.28517671434652,21,4,0,34
922,406,324,192,165,138,123,24,138,1556,13,75.30359793698749,10,38,0,56
1286,577,444,265,380,156,70,171,188,1090,79,83.16285107599552,123,33,2,61
1263,633,382,248,154,179,131,61,113,1708,17,48.25726876155932,123,37,14,63
1207,593,366,248,145,283,140,134,231,1506,93,40.27539874530548,360,42,5,60
1201,491,484,226,300,148,67,83,237,1158,35,40.86329511824246,185,1,0,54
179,89,44,46,29,26,5,17,23,1374,99,52.017799256454424,97,44,26,34
1426,597,583,246,347,241,114,199,191,2441,38,32.87778742758808,75,32,24,91
955,555,234,166,133,216,57,122,127,1311,40,56.82665394615529,131,26,20,54
804,434,211,159,154,193,38,15,98,0,0,70.27641965967265,193,2,1,38
643,307,182,154,98,105,94,82,123,1650,80,59.17527469006967,320,1,0,45
1227,683,344,200,233,294,98,89,106,1457,91,83.35276355318312,145,27,5,64
38,18,12,8,9,4,4,2,2,1279,70,55.39354382337491,314,29,3,19
1198,544,415,239,302,147,44,124,226,1181,83,30.7292364828046,278,40,20,62
1455,691,502,262,295,352,205,208,119,1347,41,55.85683950814245,353,49,33,84
348,203,99,46,99,61,42,8,56,1357,23,81.14351860114348,259,22,10,31
